Mid USD COP ARS AUD BRL CAD CHF CLP CNH CNY EUR GBP JPY KRW MXN MYR NOK NZD PEN RUB SEK ZAR DKK CZK CRC HNL GTQ CLF UVR SGD HKD DOP VEF PLN TRY HUF KWD TTD IDR ILS INR PHP PYG THB TWD UYU UDI NIO ANG XCD GYD ETB JMD AED QAR BGN MAD
NIO 0.027304 103.668329 38.038603 0.038193 0.137407 0.037559 0.021471 24.756241 0.186054 0.185959 0.023481 0.020441 4.329047 40.946082 0.474382 0.107879 0.254657 0.046747 0.093725 1.989889 0.257874 0.454928 0.175472 0.571375 12.38481 0.726632 0.208148 0.000614 0.252504 0.03495 0.213834 1.622966 13.85736 0.099714 1.243575 8.44817 0.008365 0.184176 480.246713 0.079783 2.620393 1.684515 166.438676 0.892038 0.861996 1.10028 0.05365 1 0.048875 0.073722 5.712055 4.297229 4.305109 0.100275 0.099551 0.045925 0.251814
ANG 0.558659 2121.106145 778.288939 0.781441 2.811409 0.768469 0.439317 506.52514 3.80676 3.804821 0.480443 0.418226 88.574487 837.777432 9.706103 2.207252 5.210405 0.956466 1.917654 40.714134 5.276226 9.308056 3.590255 11.690622 253.399441 14.867263 4.258804 0.012556 5.166368 0.715091 4.375155 33.206704 283.528547 2.040202 25.44417 172.853813 0.171145 3.768324 9826.089213 1.632401 53.614565 34.466026 3405.418994 18.251552 17.636872 22.512291 1.097716 20.460503 1 1.50838 116.871508 87.923464 88.084693 2.051676 2.036872 0.939651 5.152235
XCD 0.37037 1406.214815 515.976741 0.518066 1.86386 0.509466 0.291251 335.807407 2.523741 2.522455 0.318516 0.277268 58.721604 555.415409 6.434787 1.463326 3.454306 0.634102 1.271333 26.991963 3.497942 6.170897 2.380206 7.750449 167.994444 9.856444 2.82343 0.008324 3.425111 0.474079 2.900566 22.014815 187.968926 1.352578 16.868542 114.595676 0.113463 2.498259 6514.333219 1.082222 35.544471 22.849699 2257.666667 12.100103 11.692593 14.924815 0.727745 13.564556 0.662963 1 77.481481 58.29 58.396889 1.360185 1.35037 0.622954 3.415741
GYD 0.00478 18.149044 6.659356 0.006686 0.024056 0.006575 0.003759 4.334034 0.032572 0.032556 0.004111 0.003579 0.757879 7.168363 0.083049 0.018886 0.044582 0.008184 0.016408 0.348367 0.045146 0.079644 0.03072 0.10003 2.168188 0.12721 0.03644 0.000107 0.044206 0.006119 0.037436 0.28413 2.425985 0.017457 0.217711 1.479007 0.001464 0.032243 84.076002 0.013967 0.458748 0.294905 29.138145 0.156168 0.150908 0.192624 0.009393 0.175068 0.008556 0.012906 1 0.752309 0.753688 0.017555 0.017428 0.00804 0.044085
ETB 0.006354 24.124461 8.851891 0.008888 0.031976 0.00874 0.004997 5.760978 0.043296 0.043274 0.005464 0.004757 1.007404 9.528485 0.110393 0.025104 0.059261 0.010878 0.02181 0.463063 0.060009 0.105865 0.040834 0.132964 2.882046 0.169093 0.048438 0.000143 0.05876 0.008133 0.049761 0.377677 3.22472 0.023204 0.28939 1.965958 0.001947 0.042859 111.757303 0.018566 0.609787 0.392 38.731629 0.207585 0.200593 0.256044 0.012485 0.232708 0.011374 0.017156 1.329241 1 1.001834 0.023335 0.023166 0.010687 0.058599
JMD 0.006342 24.080304 8.835689 0.008871 0.031917 0.008724 0.004987 5.750433 0.043217 0.043195 0.005454 0.004748 1.00556 9.511044 0.110191 0.025058 0.059152 0.010858 0.021771 0.462216 0.059899 0.105672 0.040759 0.13272 2.87677 0.168784 0.048349 0.000143 0.058652 0.008118 0.04967 0.376986 3.218817 0.023162 0.28886 1.962359 0.001943 0.042781 111.552744 0.018532 0.608671 0.391283 38.660735 0.207205 0.200226 0.255576 0.012462 0.232282 0.011353 0.017124 1.326808 0.99817 1 0.023292 0.023124 0.010668 0.058492
AED 0.272294 1033.840708 379.343009 0.380879 1.370299 0.374557 0.214126 246.883594 1.855439 1.854494 0.234171 0.203846 43.171772 408.338081 4.730817 1.075829 2.539585 0.466188 0.934677 19.844329 2.571666 4.536806 1.749913 5.698084 123.508509 7.246399 2.075769 0.00612 2.518121 0.34854 2.132479 16.18516 138.193628 0.994407 12.401651 84.250054 0.083417 1.836705 4789.298758 0.795643 26.132082 16.798962 1659.823009 8.895923 8.596324 10.972634 0.535034 9.97258 0.487406 0.735194 56.963921 42.854459 42.933043 1 0.992784 0.457992 2.511232
QAR 0.274273 1041.354909 382.100165 0.383648 1.380258 0.377279 0.215682 248.678003 1.868925 1.867973 0.235873 0.205327 43.485554 411.30598 4.765202 1.083648 2.558043 0.469576 0.94147 19.988563 2.590358 4.569781 1.762632 5.739499 124.406199 7.299067 2.090856 0.006164 2.536423 0.351073 2.147978 16.302798 139.198053 1.001635 12.491789 84.862404 0.084024 1.850055 4824.108527 0.801426 26.322017 16.92106 1671.886999 8.960581 8.658804 11.052386 0.538923 10.045063 0.490949 0.740538 57.377948 43.165935 43.245091 1.007268 1 0.461321 2.529484
BGN 0.594539 2257.334995 828.274842 0.831629 2.991973 0.817824 0.467532 539.05691 4.05125 4.049187 0.5113 0.445086 94.263217 891.584007 10.329482 2.349013 5.545046 1.017895 2.040816 43.329015 5.615094 9.90587 3.820841 12.441456 269.674117 15.822118 4.532328 0.013363 5.49818 0.761019 4.656151 35.339417 301.738276 2.171234 27.078331 183.955415 0.182137 4.010346 10457.173535 1.737243 57.057981 36.67962 3624.133327 19.423765 18.769606 23.958151 1.168217 21.774586 1.064225 1.605256 124.377626 93.570382 93.741966 2.183446 2.16769 1 5.483139
MAD 0.10843 411.686636 151.05852 0.15167 0.545668 0.149153 0.085267 98.311738 0.738856 0.73848 0.093249 0.081174 17.19147 162.604674 1.883863 0.428407 1.01129 0.185641 0.372198 7.902228 1.024066 1.806606 0.696835 2.269039 49.182434 2.885595 0.826594 0.002437 1.002743 0.138792 0.849176 6.445107 55.030209 0.395984 4.938473 33.54929 0.033218 0.731396 1907.150956 0.316834 10.40608 6.68953 660.95961 3.542454 3.42315 4.369423 0.213056 3.97119 0.194091 0.292762 22.683654 17.065112 17.096406 0.398211 0.395337 0.182377 1
